Get TTA,Overseas Returner,XXX,XXX,xxx@xxx.com,Yes,No,,Yes,Subject ID,Subject ID,,,,,,,,,,,,,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,FALSE,FALSE,FALSE,TRUE,,
Get TTA,Returner,XXX,XXX,xxx@xxx.com,Yes,Yes,123456,No,Subject ID,Subject ID,,,,,,,,,,,,,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,FALSE,FALSE,FALSE,TRUE,,
Get TTA,Overseas Returner,XXX,XXX,xxx@xxx.com,Yes,Yes,123456,No,Subject ID,Subject ID,,,,,,,,,,,,,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,FALSE,FALSE,FALSE,TRUE,,
Get TTA,Returner,XXX,XXX,xxx@xxx.com,Yes,Yes,,No,Subject ID,Subject ID,,,,,,,,,,,,,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,FALSE,FALSE,FALSE,TRUE,,
Get TTA,Overseas Returner,XXX,XXX,xxx@xxx.com,Yes,Yes,,No,Subject ID,Subject ID,,,,,,,,,,,,,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,FALSE,FALSE,FALSE,TRUE,,
Get TTA,Returner,XXX,XXX,xxx@xxx.com,Yes,No,,No,Subject ID,Subject ID,,,,,,,,,,,,,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,FALSE,FALSE,FALSE,TRUE,,
Get TTA,Overseas Returner,XXX,XXX,xxx@xxx.com,Yes,No,,No,Subject ID,Subject ID,,,,,,,,,,,,,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,FALSE,FALSE,FALSE,TRUE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,Yes,,,Not sure,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,Yes,,,Not sure,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,Yes,,,2020,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,Yes,,,2020,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,Yes,,,2021,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,Yes,,,2021,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,Yes,,,2022,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,Yes,,,2022,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,Yes,,,2023,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,Yes,,,2023,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,No,Yes,,Not sure,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,No,Yes,,Not sure,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,No,Yes,,2020,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,No,Yes,,2020,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,No,Yes,,2021,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,No,Yes,,2021,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,No,Yes,,2022,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,No,Yes,,2022,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,No,Yes,,2023,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,No,Yes,,2023,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,--,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,Yes,,No,No,,,,,,,,,,,,,,INVALID,,FALSE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,Yes,,,Not sure,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,Yes,,,Not sure,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,Yes,,,2020,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,Yes,,,2020,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,Yes,,,2021,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,Yes,,,2021,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,Yes,,,2022,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,Yes,,,2022,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,Yes,,,2023,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,Yes,,,2023,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,No,Yes,,Not sure,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,No,Yes,,Not sure,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,No,Yes,,2020,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,No,Yes,,2020,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,No,Yes,,2021,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,No,Yes,,2021,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,No,Yes,,2022,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,No,Yes,,2022,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,No,Yes,,2023,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,No,Yes,,2023,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,--,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,Yes,No,No,,,,,,,,,,,,,,INVALID,,FALSE,FALSE,FALSE,FALSE,,
Get TTA,--,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Primary,No,No,,,,,,,,,,,,,,,,INVALID,,FALSE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,Yes,,Subject ID,Not sure,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,Yes,,Subject ID,Not sure,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,Yes,,Subject ID,2020,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,Yes,,Subject ID,2020,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,Yes,,Subject ID,2021,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,Yes,,Subject ID,2021,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,Yes,,Subject ID,2022,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,Yes,,Subject ID,2022,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,Yes,,Subject ID,2023,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,Yes,,Subject ID,2023,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,No,Yes,Subject ID,Not sure,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,No,Yes,Subject ID,Not sure,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,No,Yes,Subject ID,2020,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,No,Yes,Subject ID,2020,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,No,Yes,Subject ID,2021,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,No,Yes,Subject ID,2021,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,No,Yes,Subject ID,2022,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,No,Yes,Subject ID,2022,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,No,Yes,Subject ID,2023,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,No,Yes,Subject ID,2023,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,--,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,Yes,,No,No,,,,,,,,,,,,,,INVALID,,FALSE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,No,Yes,Yes,,Subject ID,Not sure,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,No,Yes,Yes,,Subject ID,Not sure,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,No,Yes,Yes,,Subject ID,2020,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,No,Yes,Yes,,Subject ID,2020,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,No,Yes,Yes,,Subject ID,2021,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,No,Yes,Yes,,Subject ID,2021,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,No,Yes,Yes,,Subject ID,2022,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,No,Yes,Yes,,Subject ID,2022,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,No,Yes,Yes,,Subject ID,2023,0000-00-00Z,,,UK,XXX,,,,,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
Get TTA,Overseas Graduate,XXX,XXX,xxx@xxx.com,No,,,,,,Yes,,,Degree Subject ID,Not Applicable / First Class / 2:1 / 2:2,Secondary,No,Yes,Yes,,Subject ID,2023,0000-00-00Z,,,Overseas,,,,,Country ID,123456789,,COMPLETE,,TRUE,FALSE,FALSE,FALSE,,
